Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Floors,Windows,PreviousSalePrice
255614.8992,-1.1375350155766757,-1.1895314484772175,0.9695597938777966,0.9579026791294911,-0.5914995375365839,-0.7024389600943493,-0.2326575784844301,-0.6140123615598024,0.7933275001364565,0.6834503284365913,-0.04046847840795558,-0.563343538988361,-0.731933203752054,-0.4393995807829392,-0.38343400440048275,-0.5615671436861046
155586.0947,0.9895406256126964,-1.1895314484772175,-0.9893698305302911,0.5175477865833983,-0.8655262643255761,-0.6971391923879483,-0.19965761446708957,-0.7966258732477145,-0.10935982546330594,-1.1001324782919621,-0.4721611073311651,-0.14162681032016425,0.43427699305743583,-0.4393995807829392,0.07043802816933334,-1.2739903782325814
131050.8324,-1.1765669428351744,-0.3721831152019202,-0.00990501832624733,0.8691459342209797,-1.0402599059015527,1.1948778787972374,0.047684972977168456,0.5250289944479045,0.6402920567301061,0.7435710972027223,-0.38074384473566203,0.803470501248742,1.2782448986432509,2.242720258881528,1.9993941665910517,-1.2828660320144563
151361.7125,-0.256404522910244,-0.10380773222217243,-0.9893698305302911,-0.2558681306193838,-0.49941768197591047,0.0713271250402086,1.5025119580844997,-1.0192642642096896,-0.5019290063752403,-0.098119665523112,-0.2842478453292973,-0.35248517465426266,0.14783940085861358,-0.4393995807829392,-0.26996599625802875,-1.0872546366324791
113167.6128,-1.1765669428351744,-1.1217361370752044,-0.00990501832624733,-0.5650344823007027,-1.2726833846962649,-0.538146161195916,-0.9448282305158003,2.1418673467897382,-1.5997919699425176,-0.4788845343752749,-0.8378301577131781,-0.17928008966553885,0.5161163051142422,-0.4393995807829392,0.5243100607391494,-1.4204971630914547
224973.4118,0.995764127853071,-0.2901935190036977,-0.9893698305302911,0.9401513301477892,-0.32357462045341945,-1.073422699542425,0.33808465632976586,0.18898677887608484,0.2211080160953277,-0.017958640501603926,0.5791374125171223,-1.8661470043383273,-2.0873968096929083,2.242720258881528,2.2263301828759596,-0.6761297962477553
169471.5239,0.04345086050522564,-0.9478383174597143,-0.00990501832624733,0.8798967512098981,0.36703929625163173,-1.349010620275281,-8.64035050771302e-05,-0.9767378299809976,-2.841818757008526,0.14236340954141222,0.41153909775869957,-0.6348847697445732,-0.4403806545496814,-0.4393995807829392,-0.7238380288278449,-1.0589861728082826
265497.8918,-1.1765669428351744,-1.1895314484772175,-1.968834642734335,0.447935353655153,0.9450470883854974,-1.3914087619264897,0.42199885054528924,-0.5081132018138443,0.10355905231944038,-1.561058372165633,0.40646036094783794,-0.19057607346915137,0.025080432773404476,-0.4393995807829392,-0.1564979881155747,-0.5863110848195922
146559.7638,-1.1765669428351744,-1.1895314484772175,0.9695597938777966,0.33021212177649906,-1.452964126004812,-0.6176426767919319,1.8064259124156272,2.051811368423096,1.0084642828961043,1.7055033974608182,-0.7464128951176748,0.4457643474676819,0.2143338419047691,-0.4393995807829392,0.29737404445424137,-1.254494035327708
148126.1958,-0.1590595539051436,-1.1895314484772175,-0.9893698305302911,-1.0890028717606088,-0.38015503772564047,-0.935628739175997,0.1271991719903795,1.133740700074278,0.07250838264279,0.6834503284365913,1.1073260408466965,1.4247496104474253,1.9176145240870501,-0.4393995807829392,-0.8373060369702988,-0.5849472368461573
